"","Location","Year","Month","average_monthly_hum","State"
"2154","Williamtown","2013","June",76.52,"New South Wales"
"2155","Williamtown","2013","March",65.78,"New South Wales"
"2156","Williamtown","2013","May",63.4,"New South Wales"
"2157","Williamtown","2013","November",61.72,"New South Wales"
"2158","Williamtown","2013","October",45.66,"New South Wales"
"2159","Williamtown","2013","September",44.91,"New South Wales"
"2160","Williamtown","2014","April",68.48,"New South Wales"
"2161","Williamtown","2014","August",67.65,"New South Wales"
"2162","Williamtown","2014","December",67.19,"New South Wales"
"2163","Williamtown","2014","February",65.46,"New South Wales"
"2164","Williamtown","2014","January",55.92,"New South Wales"
"2165","Williamtown","2014","July",56.45,"New South Wales"
"2166","Williamtown","2014","June",65.65,"New South Wales"
"2167","Williamtown","2014","March",69.84,"New South Wales"
"2168","Williamtown","2014","May",64.31,"New South Wales"
"2169","Williamtown","2014","November",56.43,"New South Wales"
"2170","Williamtown","2014","October",53.98,"New South Wales"
"2171","Williamtown","2014","September",57.05,"New South Wales"
"2172","Williamtown","2015","April",70.65,"New South Wales"
"2173","Williamtown","2015","August",53.92,"New South Wales"
"2174","Williamtown","2015","December",59.53,"New South Wales"
"2175","Williamtown","2015","February",68.21,"New South Wales"
"2176","Williamtown","2015","January",65.26,"New South Wales"
"2177","Williamtown","2015","July",62.73,"New South Wales"
"2178","Williamtown","2015","June",71.45,"New South Wales"
"2179","Williamtown","2015","March",63.83,"New South Wales"
"2180","Williamtown","2015","May",66.85,"New South Wales"
"2181","Williamtown","2015","November",62.17,"New South Wales"
"2182","Williamtown","2015","October",57.56,"New South Wales"
"2183","Williamtown","2015","September",61.58,"New South Wales"
"2184","Williamtown","2016","April",69.15,"New South Wales"
"2185","Williamtown","2016","August",60.58,"New South Wales"
"2186","Williamtown","2016","December",56.89,"New South Wales"
"2187","Williamtown","2016","February",64.07,"New South Wales"
"2188","Williamtown","2016","January",65.44,"New South Wales"
"2189","Williamtown","2016","July",60.76,"New South Wales"
"2190","Williamtown","2016","June",63.77,"New South Wales"
"2191","Williamtown","2016","March",66,"New South Wales"
"2192","Williamtown","2016","May",55.06,"New South Wales"
"2193","Williamtown","2016","November",53.83,"New South Wales"
"2194","Williamtown","2016","October",52.71,"New South Wales"
"2195","Williamtown","2016","September",59.12,"New South Wales"
"2196","Williamtown","2017","April",67.43,"New South Wales"
"2197","Williamtown","2017","February",62.3,"New South Wales"
"2198","Williamtown","2017","January",62.52,"New South Wales"
"2199","Williamtown","2017","June",79.04,"New South Wales"
"2200","Williamtown","2017","March",78.82,"New South Wales"
"2201","Williamtown","2017","May",69.18,"New South Wales"
"2202","Witchcliffe","2009","April",63.8,"Western Australia"
"2203","Witchcliffe","2009","August",72.85,"Western Australia"
"2204","Witchcliffe","2009","December",51.85,"Western Australia"
"2205","Witchcliffe","2009","February",56.69,"Western Australia"
"2206","Witchcliffe","2009","January",59.32,"Western Australia"
"2207","Witchcliffe","2009","July",71.92,"Western Australia"
"2208","Witchcliffe","2009","June",75.12,"Western Australia"
"2209","Witchcliffe","2009","March",63.06,"Western Australia"
"2210","Witchcliffe","2009","May",64.03,"Western Australia"
"2211","Witchcliffe","2009","November",58.83,"Western Australia"
"2212","Witchcliffe","2009","October",64.79,"Western Australia"
"2213","Witchcliffe","2009","September",67.58,"Western Australia"
"2214","Witchcliffe","2010","April",70.7,"Western Australia"
"2215","Witchcliffe","2010","August",72.16,"Western Australia"
"2216","Witchcliffe","2010","December",56.05,"Western Australia"
"2217","Witchcliffe","2010","February",57.64,"Western Australia"
"2218","Witchcliffe","2010","January",54,"Western Australia"
"2219","Witchcliffe","2010","July",78,"Western Australia"
"2220","Witchcliffe","2010","June",78.27,"Western Australia"
"2221","Witchcliffe","2010","March",56.98,"Western Australia"
"2222","Witchcliffe","2010","May",73.37,"Western Australia"
"2223","Witchcliffe","2010","November",52.78,"Western Australia"
"2224","Witchcliffe","2010","October",55.08,"Western Australia"
"2225","Witchcliffe","2010","September",63.62,"Western Australia"
"2226","Witchcliffe","2011","August",70.94,"Western Australia"
"2227","Witchcliffe","2011","December",54.84,"Western Australia"
"2228","Witchcliffe","2011","February",51.02,"Western Australia"
"2229","Witchcliffe","2011","January",58.13,"Western Australia"
"2230","Witchcliffe","2011","July",77.55,"Western Australia"
"2231","Witchcliffe","2011","June",71.63,"Western Australia"
"2232","Witchcliffe","2011","March",52.69,"Western Australia"
"2233","Witchcliffe","2011","May",73.31,"Western Australia"
"2234","Witchcliffe","2011","November",55.91,"Western Australia"
"2235","Witchcliffe","2011","October",66.71,"Western Australia"
"2236","Witchcliffe","2011","September",67.3,"Western Australia"
"2237","Witchcliffe","2012","April",1,"Western Australia"
"2238","Witchcliffe","2012","August",NA,"Western Australia"
"2239","Witchcliffe","2012","February",54.95,"Western Australia"
"2240","Witchcliffe","2012","January",47.66,"Western Australia"
"2241","Witchcliffe","2012","July",NA,"Western Australia"
"2242","Witchcliffe","2012","June",NA,"Western Australia"
"2243","Witchcliffe","2012","March",NA,"Western Australia"
"2244","Witchcliffe","2012","May",NA,"Western Australia"
"2245","Witchcliffe","2012","November",56.72,"Western Australia"
"2246","Witchcliffe","2012","October",56.96,"Western Australia"
"2247","Witchcliffe","2012","September",NA,"Western Australia"
"2248","Witchcliffe","2013","April",70.25,"Western Australia"
"2249","Witchcliffe","2013","August",76.27,"Western Australia"
"2250","Witchcliffe","2013","December",51.85,"Western Australia"
"2251","Witchcliffe","2013","January",53.68,"Western Australia"
"2252","Witchcliffe","2013","July",77.45,"Western Australia"
"2253","Witchcliffe","2013","June",80.13,"Western Australia"
"2254","Witchcliffe","2013","March",61.24,"Western Australia"
"2255","Witchcliffe","2013","May",77.81,"Western Australia"
"2256","Witchcliffe","2013","November",55.58,"Western Australia"
"2257","Witchcliffe","2013","October",65.26,"Western Australia"
"2258","Witchcliffe","2013","September",68.28,"Western Australia"
"2259","Witchcliffe","2014","April",65.9,"Western Australia"
"2260","Witchcliffe","2014","August",72.29,"Western Australia"
"2261","Witchcliffe","2014","December",53.97,"Western Australia"
"2262","Witchcliffe","2014","February",49.57,"Western Australia"
"2263","Witchcliffe","2014","January",49.15,"Western Australia"
"2264","Witchcliffe","2014","July",77.29,"Western Australia"
"2265","Witchcliffe","2014","June",75.42,"Western Australia"
"2266","Witchcliffe","2014","March",58.65,"Western Australia"
"2267","Witchcliffe","2014","May",76.34,"Western Australia"
"2268","Witchcliffe","2014","November",60.92,"Western Australia"
"2269","Witchcliffe","2014","October",64.69,"Western Australia"
"2270","Witchcliffe","2014","September",69.17,"Western Australia"
"2271","Witchcliffe","2015","April",70.77,"Western Australia"
"2272","Witchcliffe","2015","August",77.31,"Western Australia"
"2273","Witchcliffe","2015","December",50.89,"Western Australia"
"2274","Witchcliffe","2015","February",55.41,"Western Australia"
"2275","Witchcliffe","2015","January",51.97,"Western Australia"
"2276","Witchcliffe","2015","July",76.97,"Western Australia"
"2277","Witchcliffe","2015","June",76.62,"Western Australia"
"2278","Witchcliffe","2015","March",61.24,"Western Australia"
"2279","Witchcliffe","2015","May",75.87,"Western Australia"
"2280","Witchcliffe","2015","November",57.13,"Western Australia"
"2281","Witchcliffe","2015","October",63.37,"Western Australia"
"2282","Witchcliffe","2015","September",66.83,"Western Australia"
"2283","Witchcliffe","2016","April",69.82,"Western Australia"
"2284","Witchcliffe","2016","August",75.08,"Western Australia"
"2285","Witchcliffe","2016","December",54.03,"Western Australia"
"2286","Witchcliffe","2016","February",55.69,"Western Australia"
"2287","Witchcliffe","2016","January",57.68,"Western Australia"
"2288","Witchcliffe","2016","July",78.1,"Western Australia"
"2289","Witchcliffe","2016","June",79.17,"Western Australia"
"2290","Witchcliffe","2016","March",62.5,"Western Australia"
"2291","Witchcliffe","2016","May",72.39,"Western Australia"
"2292","Witchcliffe","2016","November",55.3,"Western Australia"
"2293","Witchcliffe","2016","October",62.34,"Western Australia"
"2294","Witchcliffe","2016","September",69.03,"Western Australia"
"2295","Witchcliffe","2017","April",70.25,"Western Australia"
"2296","Witchcliffe","2017","February",57.7,"Western Australia"
"2297","Witchcliffe","2017","January",51.1,"Western Australia"
"2298","Witchcliffe","2017","June",77.9,"Western Australia"
"2299","Witchcliffe","2017","March",63.77,"Western Australia"
"2300","Witchcliffe","2017","May",76.47,"Western Australia"
"2301","Wollongong","2008","December",70.84,"New South Wales"
"2302","Wollongong","2009","April",68.13,"New South Wales"
"2303","Wollongong","2009","August",49.44,"New South Wales"
"2304","Wollongong","2009","December",73.02,"New South Wales"
"2305","Wollongong","2009","February",76.34,"New South Wales"
"2306","Wollongong","2009","January",68.52,"New South Wales"
"2307","Wollongong","2009","July",54.84,"New South Wales"
"2308","Wollongong","2009","June",63.42,"New South Wales"
"2309","Wollongong","2009","March",71.77,"New South Wales"
"2310","Wollongong","2009","May",63.66,"New South Wales"
"2311","Wollongong","2009","November",71.71,"New South Wales"
"2312","Wollongong","2009","October",65.85,"New South Wales"
"2313","Wollongong","2009","September",57.33,"New South Wales"
"2314","Wollongong","2010","April",66.72,"New South Wales"
"2315","Wollongong","2010","August",50.48,"New South Wales"
"2316","Wollongong","2010","December",71.87,"New South Wales"
"2317","Wollongong","2010","February",77.5,"New South Wales"
"2318","Wollongong","2010","January",73.83,"New South Wales"
"2319","Wollongong","2010","July",64.78,"New South Wales"
"2320","Wollongong","2010","June",61.48,"New South Wales"
"2321","Wollongong","2010","March",73.2,"New South Wales"
"2322","Wollongong","2010","May",63.38,"New South Wales"
"2323","Wollongong","2010","November",78.98,"New South Wales"
"2324","Wollongong","2010","October",74.5,"New South Wales"
"2325","Wollongong","2010","September",62.27,"New South Wales"
"2326","Wollongong","2011","August",66.11,"New South Wales"
"2327","Wollongong","2011","December",74.26,"New South Wales"
"2328","Wollongong","2011","February",72.34,"New South Wales"
"2329","Wollongong","2011","January",79.19,"New South Wales"
"2330","Wollongong","2011","July",59.42,"New South Wales"
"2331","Wollongong","2011","June",60.65,"New South Wales"
"2332","Wollongong","2011","March",72.29,"New South Wales"
"2333","Wollongong","2011","May",62.53,"New South Wales"
"2334","Wollongong","2011","November",76.87,"New South Wales"
"2335","Wollongong","2011","October",71.53,"New South Wales"
"2336","Wollongong","2011","September",60.07,"New South Wales"
"2337","Wollongong","2012","April",68.77,"New South Wales"
"2338","Wollongong","2012","August",47.44,"New South Wales"
"2339","Wollongong","2012","February",82.02,"New South Wales"
"2340","Wollongong","2012","January",70.97,"New South Wales"
"2341","Wollongong","2012","July",62.06,"New South Wales"
"2342","Wollongong","2012","June",68.03,"New South Wales"
"2343","Wollongong","2012","March",76.4,"New South Wales"
"2344","Wollongong","2012","May",56.58,"New South Wales"
"2345","Wollongong","2012","November",75.03,"New South Wales"
"2346","Wollongong","2012","October",63.02,"New South Wales"
"2347","Wollongong","2012","September",55.03,"New South Wales"
"2348","Wollongong","2013","April",68.17,"New South Wales"
"2349","Wollongong","2013","August",50.44,"New South Wales"
"2350","Wollongong","2013","December",69.47,"New South Wales"
"2351","Wollongong","2013","January",72.61,"New South Wales"
"2352","Wollongong","2013","July",60.23,"New South Wales"
"2353","Wollongong","2013","June",70.65,"New South Wales"
"2354","Wollongong","2013","March",68.13,"New South Wales"
"2355","Wollongong","2013","May",61.5,"New South Wales"
"2356","Wollongong","2013","November",69.4,"New South Wales"
"2357","Wollongong","2013","October",50.03,"New South Wales"
"2358","Wollongong","2013","September",57.32,"New South Wales"
"2359","Wollongong","2014","April",67.68,"New South Wales"
"2360","Wollongong","2014","August",68.03,"New South Wales"
"2361","Wollongong","2014","December",73.61,"New South Wales"
"2362","Wollongong","2014","February",74.82,"New South Wales"
"2363","Wollongong","2014","January",73.52,"New South Wales"
"2364","Wollongong","2014","July",52.76,"New South Wales"
"2365","Wollongong","2014","June",60.03,"New South Wales"
"2366","Wollongong","2014","March",74.81,"New South Wales"
"2367","Wollongong","2014","May",56.9,"New South Wales"
"2368","Wollongong","2014","November",70.25,"New South Wales"
"2369","Wollongong","2014","October",65.71,"New South Wales"
"2370","Wollongong","2014","September",62.53,"New South Wales"
"2371","Wollongong","2015","April",72.52,"New South Wales"
"2372","Wollongong","2015","August",58.03,"New South Wales"
"2373","Wollongong","2015","December",72.21,"New South Wales"
"2374","Wollongong","2015","February",77.88,"New South Wales"
"2375","Wollongong","2015","January",74.47,"New South Wales"
"2376","Wollongong","2015","July",59.37,"New South Wales"
"2377","Wollongong","2015","June",63.22,"New South Wales"
"2378","Wollongong","2015","March",68.11,"New South Wales"
"2379","Wollongong","2015","May",61.27,"New South Wales"
"2380","Wollongong","2015","November",74.15,"New South Wales"
"2381","Wollongong","2015","October",67.61,"New South Wales"
"2382","Wollongong","2015","September",62.48,"New South Wales"
"2383","Wollongong","2016","April",70.87,"New South Wales"
"2384","Wollongong","2016","August",58.76,"New South Wales"
"2385","Wollongong","2016","December",68.65,"New South Wales"
"2386","Wollongong","2016","February",70.97,"New South Wales"
"2387","Wollongong","2016","January",75.21,"New South Wales"
"2388","Wollongong","2016","July",58.02,"New South Wales"
"2389","Wollongong","2016","June",60.52,"New South Wales"
"2390","Wollongong","2016","March",73.81,"New South Wales"
"2391","Wollongong","2016","May",54.53,"New South Wales"
"2392","Wollongong","2016","November",60.7,"New South Wales"
"2393","Wollongong","2016","October",54.02,"New South Wales"
"2394","Wollongong","2016","September",61.93,"New South Wales"
"2395","Wollongong","2017","April",64.43,"New South Wales"
"2396","Wollongong","2017","February",71.48,"New South Wales"
"2397","Wollongong","2017","January",71.9,"New South Wales"
"2398","Wollongong","2017","June",68.22,"New South Wales"
"2399","Wollongong","2017","March",79.18,"New South Wales"
"2400","Wollongong","2017","May",62.34,"New South Wales"
"2401","Woomera","2009","April",39.03,"South Australia"
"2402","Woomera","2009","August",41.63,"South Australia"
"2403","Woomera","2009","December",28.06,"South Australia"
"2404","Woomera","2009","February",25.7,"South Australia"
"2405","Woomera","2009","January",22.08,"South Australia"
"2406","Woomera","2009","July",54.81,"South Australia"
"2407","Woomera","2009","June",58.47,"South Australia"
"2408","Woomera","2009","March",36.52,"South Australia"
"2409","Woomera","2009","May",54.63,"South Australia"
"2410","Woomera","2009","November",28.58,"South Australia"
"2411","Woomera","2009","October",34.34,"South Australia"
"2412","Woomera","2009","September",32.97,"South Australia"
"2413","Woomera","2010","April",47.75,"South Australia"
"2414","Woomera","2010","August",57.4,"South Australia"
"2415","Woomera","2010","December",32.95,"South Australia"
"2416","Woomera","2010","February",36.02,"South Australia"
"2417","Woomera","2010","January",25.9,"South Australia"
"2418","Woomera","2010","July",59.05,"South Australia"
"2419","Woomera","2010","June",59.87,"South Australia"
"2420","Woomera","2010","March",34,"South Australia"
"2421","Woomera","2010","May",52.26,"South Australia"
"2422","Woomera","2010","November",37.35,"South Australia"
"2423","Woomera","2010","October",40.5,"South Australia"
"2424","Woomera","2010","September",51.23,"South Australia"
"2425","Woomera","2011","August",43.55,"South Australia"
"2426","Woomera","2011","December",27.19,"South Australia"
"2427","Woomera","2011","February",45.59,"South Australia"
"2428","Woomera","2011","January",27.1,"South Australia"
"2429","Woomera","2011","July",58.92,"South Australia"
"2430","Woomera","2011","June",57.11,"South Australia"
"2431","Woomera","2011","March",55.44,"South Australia"
"2432","Woomera","2011","May",60.52,"South Australia"
"2433","Woomera","2011","November",31.97,"South Australia"
"2434","Woomera","2011","October",41.11,"South Australia"
"2435","Woomera","2011","September",32.98,"South Australia"
"2436","Woomera","2012","April",34.5,"South Australia"
"2437","Woomera","2012","August",42.45,"South Australia"
"2438","Woomera","2012","February",39.07,"South Australia"
"2439","Woomera","2012","January",31.79,"South Australia"
"2440","Woomera","2012","July",52.85,"South Australia"
"2441","Woomera","2012","June",59.1,"South Australia"
"2442","Woomera","2012","March",44.31,"South Australia"
"2443","Woomera","2012","May",45.47,"South Australia"
"2444","Woomera","2012","November",24.23,"South Australia"
"2445","Woomera","2012","October",25.82,"South Australia"
"2446","Woomera","2012","September",27.3,"South Australia"
"2447","Woomera","2013","April",36.4,"South Australia"
"2448","Woomera","2013","August",43.28,"South Australia"
"2449","Woomera","2013","December",25.24,"South Australia"
"2450","Woomera","2013","January",24.74,"South Australia"
"2451","Woomera","2013","July",58.66,"South Australia"
"2452","Woomera","2013","June",66.82,"South Australia"
"2453","Woomera","2013","March",40.58,"South Australia"
"2454","Woomera","2013","May",46.03,"South Australia"
"2455","Woomera","2013","November",23.1,"South Australia"
"2456","Woomera","2013","October",25.87,"South Australia"
"2457","Woomera","2013","September",29.02,"South Australia"
"2458","Woomera","2014","April",54.3,"South Australia"
"2459","Woomera","2014","August",37.87,"South Australia"
"2460","Woomera","2014","December",31.39,"South Australia"
"2461","Woomera","2014","February",31.98,"South Australia"
"2462","Woomera","2014","January",27.48,"South Australia"
"2463","Woomera","2014","July",50.56,"South Australia"
"2464","Woomera","2014","June",61.63,"South Australia"
"2465","Woomera","2014","March",36.45,"South Australia"
"2466","Woomera","2014","May",50.31,"South Australia"
"2467","Woomera","2014","November",25.37,"South Australia"
"2468","Woomera","2014","October",22.61,"South Australia"
"2469","Woomera","2014","September",31.27,"South Australia"
"2470","Woomera","2015","April",42.77,"South Australia"
"2471","Woomera","2015","August",47.27,"South Australia"
"2472","Woomera","2015","December",22.87,"South Australia"
"2473","Woomera","2015","February",26.88,"South Australia"
"2474","Woomera","2015","January",40.45,"South Australia"
"2475","Woomera","2015","July",53.4,"South Australia"
"2476","Woomera","2015","June",63.17,"South Australia"
"2477","Woomera","2015","March",35.82,"South Australia"
"2478","Woomera","2015","May",52.44,"South Australia"
"2479","Woomera","2015","November",32.12,"South Australia"
"2480","Woomera","2015","October",25.36,"South Australia"
"2481","Woomera","2015","September",35.2,"South Australia"
"2482","Woomera","2016","April",36.15,"South Australia"
"2483","Woomera","2016","August",44.89,"South Australia"
"2484","Woomera","2016","December",39.45,"South Australia"
"2485","Woomera","2016","February",35.4,"South Australia"
"2486","Woomera","2016","January",30.52,"South Australia"
"2487","Woomera","2016","July",57.02,"South Australia"
"2488","Woomera","2016","June",65.78,"South Australia"
"2489","Woomera","2016","March",43.89,"South Australia"
"2490","Woomera","2016","May",50.24,"South Australia"
"2491","Woomera","2016","November",30.15,"South Australia"
"2492","Woomera","2016","October",35.16,"South Australia"
"2493","Woomera","2016","September",45.58,"South Australia"
"2494","Woomera","2017","April",48.07,"South Australia"
"2495","Woomera","2017","February",37.12,"South Australia"
"2496","Woomera","2017","January",42.6,"South Australia"
"2497","Woomera","2017","June",51.68,"South Australia"
"2498","Woomera","2017","March",35.6,"South Australia"
"2499","Woomera","2017","May",51.47,"South Australia"
